CompID	MetaboliteName	other_info	X1031	1032	1071	1092	1111	1112	1113	1121	1141	1152	1171	1191	1202	1261	1262	1301	1311	1321	1322	1361	1371	1381	1382	1421	1431	1471	1501	1511	1581	1651	1711	1721	1741	1742	1771	1772	1781	1782	1783	1791	1811	1812	1831	1832	1851	1861	1862	1881	1891	1892	1901	1911	1912	1931	1941	1951	1981	1991	1992	2011	2021	2031	2041	2071	2072	2081	2082	2091	2121	2181	2221	2251	2252	2301	2311	2341	2362	2381	2441	2491	2501	2521	2531	2551	2561	2562	2571	2601	2611	2612	2621	2622	2651	2751	2752	2761	2762	2781	2791	2841	4001	4011	4021	4031	4051	4061	4091	4101	4121	4161	4171	4181	4191	4201	4211
101	Source1	"fake, from Metab"	-0.032920132	0.447883142	0.128867894	-0.143051068	-0.18823268	-0.533625873	0.025771079	-0.00208486	-0.116810276	0.617722279	0.241757266	-0.018859511	0.022974674	-0.078463883	0.809545778	-0.050814909	0.333599372	-0.044582633	-0.61839266	-0.659146444	1.256701576	-0.701879224	0.003837665	0.169422367	0.382822832	-0.669561132	1.611563498	0.245408489	-0.715148784	-0.268684476	-0.101123063	0.492351145	0.206527531	0.177006725	-0.390987008	-0.216667993	0.060901745	-0.008309127	0.257231109	-0.705745916	0.843950324	-0.368445032	-0.024651969	0.153340667	-0.858081193	0.659718955	-0.306267366	-0.780389662	0.74722852	-0.231296474	-0.262552417	0.02889567	-0.126297126	0.300804468	-0.837499388	1.002995027	-0.043195713	-0.912687555	-0.236435773	-0.541536815	0.172701167	-0.010464666	-0.034257968	0.173492131	-0.40282214	0.296286634	-0.74375302	0.221218986	-0.722992126	0.659580151	0.022818406	0.695981262	0.09219409	-0.375037517	-0.117938262	-0.716631068	0.396903799	-0.116898765	-0.035150962	0.976970242	-0.650388962	1.507267289	-0.426239577	-0.435595391	0.114294286	0.053013589	-0.224920687	-0.008436441	-0.112445483	1.526810175	-0.231686531	-0.316043422	-0.424621534	-0.272297405	0.197230347	0.554670084	-0.186075293	-0.089514853	-0.281250727	0.082005842	-0.025116862	-0.796198384	-0.384655796	0.432937996	-0.296718749	-0.088320616	-0.009016378	0.062416115	-0.099511296	0.099626292	0.284404298	0.215187094	-0.377395541	1.625428702	-0.885444218
102	Source2	"fake, from Metab"	-0.260900136	0.631606253	0.044172869	-0.818700522	0.166062294	-0.702978549	-0.179889608	1.187434149	0.296042712	-0.375688136	0.076830529	-0.236310789	-0.058693864	0.12953573	-0.09151402	0.036589402	0.13619483	0.188203555	0.249209908	-0.083622797	-0.302489822	0.054273049	0.068316207	0.230093185	0.20839017	-0.024941669	-0.067158594	-0.208951798	-0.223052753	-0.402761015	0.09139443	0.25072661	-0.703823569	-0.093801602	0.435139503	-0.243874033	0.07528044	-0.278414758	0.126117743	-0.018334266	-0.515813222	-0.323915887	-0.210169987	-0.143758341	-0.479272185	-0.066113498	-0.160538661	1.547158741	-0.269030351	-0.198936581	-0.36620686	0.52592985	0.224992696	-0.133132882	-0.19293384	-0.544854672	0.201427588	0.126498006	-0.235170387	-0.151059961	-0.549622077	0.108835379	-0.443969809	-0.376022985	-0.422106955	0.251575922	0.017461515	-0.195290642	0.206877137	0.074591458	0.259310604	0.073090362	-0.165163389	0.24619987	-0.403133575	0.205191957	0.236250519	0.035461578	0.29067216	-0.418299507	-0.101432568	-0.058511963	-0.306632722	0.442513072	-0.197925674	0.622367939	-0.392571758	0.068572909	0.502233789	3.429353056	-0.143514997	-0.008366257	0.034926236	-0.511946902	0.006097101	1.207326574	0.324324877	0.07880348	0.029241707	-0.110794634	-0.227617071	0.132782105	0.222812557	-0.484058477	-0.451258231	0.104930668	-0.232695433	0.06415574	-0.109611512	-0.253311547	-0.085312173	-0.13397988	-0.028372903	-0.187273221	-0.217974238
103	Source3	"fake, from Metab"	-0.519113511	1.603998679	-0.250864079	-0.527865043	1.203044125	-0.683578836	-0.657147519	-0.278413764	-0.361002451	-0.501395529	-0.316824355	-0.623190293	1.869611735	-0.275536454	-0.172206847	-0.276166756	-0.18992677	2.339817311	0.036854456	-0.184933925	-0.419714258	-0.17076387	0.58306753	1.676431348	-0.040935379	-0.20363612	-0.159024317	-0.262959867	1.786791461	-0.309127072	-0.160481536	-0.302757104	-0.664614056	-0.353925221	0.012285128	1.182608726	1.498614313	-0.491499921	-0.054578835	-0.246832276	-0.482073495	-0.756501534	-0.370335106	-0.240223424	-0.63249175	-0.26873593	-0.411858544	1.085407853	-0.400592963	0.984110153	-0.384720364	1.230876572	2.282742012	-0.133276956	-0.23960705	-0.506399835	-0.294296241	-0.109286616	-0.356921136	-0.122560842	-0.467261789	-0.214729149	-0.419136401	-0.596493711	-0.631465103	-0.081730153	-0.174980291	-0.28841941	0.053973381	-0.066693177	-0.176610698	-0.18117073	-0.171087711	-0.230572647	-0.495924657	0.098147114	-0.116041356	-0.375528641	1.923776453	-0.460247362	-0.397088232	-0.427295088	-0.459925008	-0.198599633	-0.276830047	1.245578449	-0.506782395	-0.411056349	-0.399170061	-0.407081795	-0.381318667	-0.187318149	-0.375716058	-0.640081262	-0.629898843	0.152724882	-0.262226238	1.699666529	1.03276157	-0.31143319	-0.66968708	-0.075402045	-0.430425773	-0.473555984	-0.556832928	1.701473281	-0.524534665	0.287247425	-0.660363007	1.705967368	0.046092509	-0.062507504	1.960649462	-0.572301115	-0.469897976
104	Source4	"fake, from Metab"	0.026581568	0.66607079	0.142572362	-0.710341851	-0.021045141	-0.508409832	0.066995227	0.081229718	-0.116192126	-0.349897443	0.309953564	0.031984733	0.173883808	0.284552689	-0.017668213	-0.047283998	-0.385074245	-0.338421839	-0.414721283	-0.096488492	-0.255958143	-0.040467437	0.195650744	0.324921388	-0.069977961	-0.078811726	0.100568831	-0.180285118	-0.423622283	-0.149947404	-0.409064536	-0.275409406	-0.349995126	0.231894223	-0.051853355	0.168119896	0.44674035	0.876033742	-0.082562599	-0.165816534	-0.120665252	-0.369205683	-0.21332993	-0.200389218	-0.200445406	-0.477707607	-0.036469752	1.491905566	-0.284770844	-0.05258018	-0.301527021	0.025546168	0.283224093	-0.13469309	0.072336656	-0.412858169	0.075683024	0.508335715	-0.144968575	-0.247683311	-0.650359489	0.343982606	0.054550457	0.041568775	-0.522257527	0.578957093	-0.228184022	-0.154279415	0.042184642	0.221541554	0.376313833	0.373769105	0.429551505	-0.184632843	-0.331946844	0.259359732	-0.093926664	0.189588345	0.568855453	1.847314746	0.065824495	0.323334583	0.183992728	0.120439776	-0.147734196	0.580130571	-0.310550174	0.683111276	0.131676083	0.011628744	0.452756824	0.106421041	-0.182577785	-0.762924195	-0.120338515	0.032240695	-0.121658674	0.691475771	-0.042725803	0.110689803	-0.039087808	-0.125457546	-0.274683335	-0.873788473	-0.238438548	0.43890496	-0.206134855	-0.327862068	0.096586131	-0.517930921	0.150888638	-0.033216866	-0.27773013	-0.410424797	-0.176963198
105	Source5	"fake, from Metab"	-0.721597832	-0.00669052	-0.15319969	0.149247613	-0.191735086	0.456382611	0.228792333	-0.162539064	-0.230303804	-0.573828314	-0.489527575	1.318888707	0.046617005	-0.315356224	1.278978053	0.973805589	-0.37004992	0.784716999	-0.306059807	0.065757921	-0.410007855	0.040679106	0.698039738	-0.102793187	-0.056150881	2.30626259	-0.276043811	-0.239240787	-0.252294804	-0.49348448	-0.361982551	-0.481664358	-0.651713908	-0.530035638	0.169760473	-0.536915346	-0.263690018	-0.080239555	0.982254862	-0.072668941	-0.475945586	1.578009018	-0.069362504	-0.391989074	-0.717069257	-0.205243114	-0.043637716	1.521353108	-0.388928544	-0.22012178	-0.504500988	-0.649494116	0.12644894	-0.206498575	-0.236357823	-0.117704011	-0.39842619	2.093265295	-0.318467374	-0.238792794	0.593161119	-0.147324751	0.719886587	-0.531197486	-0.653669086	-0.190499892	-0.034557682	-0.452589961	-0.055329052	0.516879774	-0.404156194	-0.322099616	0.364535716	-0.115248081	-0.445295415	0.049330197	0.057830998	-0.566408194	-0.1569111	-0.493793358	-0.408806658	0.008092897	0.130909897	0.492232742	-0.205334125	-0.245332387	0.163709233	0.060260887	-0.488085504	-0.29361421	0.339631825	-0.143605806	1.033234132	0.328830399	0.731315904	-0.088383289	-0.326476607	-0.149125047	0.744051849	-0.359256428	0.517057965	-0.238701469	0.458550196	-0.362761798	-0.297364725	0.150945452	-0.500832163	-0.051751703	0.006254197	-0.365532718	-0.157031336	0.297674931	1.262207952	-0.781009842	-0.301405723
106	Source6	"fake, from Metab"	0.19427934	-0.081754646	0.697817813	-0.138184973	-0.148262924	-0.187440295	-0.464860777	1.530047822	-0.038279773	-0.678639961	-0.004155708	-0.230329854	-0.255905727	-0.073695341	-0.07489404	0.373838722	-0.421844901	-0.111943257	-0.175333102	0.027883936	0.009688658	-0.073098515	-0.428383744	0.150517757	0.103489663	0.505114652	-0.026590771	-0.135714477	-0.132179373	-0.039308814	-0.439377599	0.106136013	-0.056404275	0.815221009	0.037396153	-0.033513189	-0.228270069	-0.412221311	0.091317673	-0.147409357	-0.02598709	-0.144419768	0.127769017	1.70539605	0.032438038	-0.128134389	0.58241272	0.231863843	-0.084493007	0.208820041	-0.348785395	-0.386866554	0.424763774	0.131278367	0.030657305	-0.095022566	-0.094772761	0.538648244	1.471852036	-0.121643479	0.019431737	0.488947731	-0.078665615	0.216983585	-0.276274354	0.025565338	-0.121422418	-0.490441596	-0.086616954	0.933046742	-0.190316509	-0.070710725	0.033938759	-0.256701101	-0.386459083	-0.067994444	-0.121514633	-0.252263512	0.022039166	0.084751798	0.819116934	-0.505191775	-0.17096781	0.298075425	0.094281712	0.110938423	-0.112587501	-0.554784193	-0.333197454	-0.2876865	0.411309376	-0.178152717	0.128579736	-0.390436334	-0.562131928	0.154290452	-0.113321212	-0.261578222	-0.326799779	0.336127977	-0.332935126	-0.17593973	0.067783841	0.871598954	-0.34721806	0.076791428	0.086805691	-0.043601578	-0.378320015	-0.485979577	-0.635956429	0.123206003	0.274583381	-0.719769064	0.177214895
107	Source7	"fake, from Metab"	-0.275009182	0.552898024	0.248083158	-0.569727642	-0.120048911	-0.95485586	0.028777065	-0.014862187	-0.039861715	-0.536216574	0.096636293	-0.109249832	-0.126564271	-0.009846589	0.099153764	-0.102068482	-0.042379656	0.121329287	0.190929086	0.028686092	-0.110149324	0.033026903	0.140533359	0.048901469	0.209104135	-0.221288459	0.799696462	0.278529063	-0.126119116	-0.432285983	-0.280098708	-0.111707624	-0.605081384	0.050083449	0.444118829	-0.062913769	-0.000591234	-0.05423543	0.280463656	-0.111365335	-0.42335159	-0.39341314	-0.190978005	0.037741863	-0.672019959	-0.154293504	-0.323924168	2.024645852	-0.216177303	-0.334878591	0.334241162	0.065260615	0.144278796	0.057761176	0.201090588	-0.422975944	-0.111074029	-0.017132607	-0.273751131	0.553002185	-0.397302448	0.020906802	-0.207064209	3.286370149	-0.519251047	0.416238966	0.055849327	-0.080917081	0.559896149	0.320096181	0.324481749	0.180201222	-0.107343806	0.010601627	-0.393199967	0.315009309	0.063884084	0.03189608	0.475790761	-0.398448715	-0.307962897	-0.31371106	-0.215510182	0.371323357	-0.092847706	0.462542106	-0.499325844	0.181159619	-0.155658319	0.039526659	-0.044907634	0.007061615	-0.204145171	-0.646940539	-0.034132527	0.214165505	-0.281048053	0.705515495	-0.133683055	-0.045280454	0.049585099	0.211872263	-0.298768591	-0.424437347	-0.385636696	0.182919001	-0.41136215	-0.325456605	-0.063354497	-0.160569838	-0.100853951	0.09858882	0.25996742	0.18142708	-0.296231144
108	Source8	"fake, from Metab"	-0.449980887	0.006521478	0.327975799	-0.519328464	-0.431901664	0.632509142	-0.362695076	-0.315553204	-0.021035421	1.187499979	-0.30369041	-0.036027757	-0.316666257	-0.307371264	1.625070058	-0.242359359	-0.410594322	-0.40225141	-0.297833894	0.86233576	0.969268838	-0.3708814	-0.340818891	-0.291496942	0.751098992	-0.435478016	2.121989676	0.202471669	-0.575970209	2.209707096	-0.517635692	1.000556304	-0.813672329	-0.304845142	0.452457151	0.117435181	-0.373320396	0.147907727	-0.335607031	0.455967129	-0.47165567	-0.525541612	-0.414410955	-0.373274241	0.627095952	-0.455296429	-0.450576932	1.228939289	-0.651764938	-0.606632203	1.868552443	-0.451912445	-0.279075588	-0.537755839	0.46548227	-0.590385528	-0.231043312	0.792375969	-0.529270562	0.761870213	-0.473566621	-0.30903331	0.066630544	0.022213033	-0.671746807	0.073270401	-0.297944269	0.885185046	1.458794627	-0.212487923	1.324656889	0.501178462	-0.338330701	-0.397247427	-0.61728556	-0.071476499	0.493673503	0.089425135	-0.065392461	-0.521380788	0.530642863	0.526598121	-0.48288068	-0.4782926	-0.408633306	-0.058272841	-0.563352185	0.502297501	-0.330155346	-0.415522475	0.28672811	0.186276751	-0.401859236	-0.74297863	-0.416724926	-0.086234673	1.05794755	-0.279969705	-0.388044949	0.502358646	-0.322932338	-0.353496266	-0.380021444	-0.622501947	-0.416239499	-0.288592883	-0.630950225	0.351571665	-0.478325802	0.41313186	-0.439861008	-0.37511891	0.196206483	0.139389491	0.259201138
109	Source9	"fake, from Metab"	-0.391971273	0.119473313	1.990473964	-0.213422172	-0.0897889	-0.875417821	1.102842208	-0.004747094	1.210974601	-0.70844198	-0.04647873	-0.491191229	-0.12614117	0.784635951	0.066364687	0.410900519	-0.142111014	-0.041879465	0.192689832	-0.013716741	-0.43277329	-0.161986561	0.164972969	-0.048749001	0.318553601	-0.112586451	-0.178757285	-0.12523599	-0.22042331	-0.503124698	-0.388198967	-0.086356378	-0.740707003	0.260656894	0.7356636	-0.086843588	-0.202061141	-0.226090624	0.198816396	-0.175883729	-0.586247573	-0.549818394	0.50968011	-0.019202385	-0.599019308	-0.064696287	0.033754085	1.161728747	-0.188693856	0.022729314	-0.35072212	-0.158403529	0.320059003	-0.236726902	-0.135087181	-0.463083978	-0.067539722	-0.047278309	-0.216078184	2.411812167	-0.187949713	0.044351617	-0.334502683	-0.666300548	-0.659740794	0.04856774	-0.115635101	-0.013391884	0.02265718	0.366301033	2.434337851	1.548978556	-0.156430086	-0.197314296	-0.483215217	0.28395572	-0.079562038	-0.108350521	0.24686358	-0.164603617	-0.153931053	-0.357018225	0.272386942	-0.17050701	-0.016221418	0.261670519	-0.496106263	-0.172374616	-0.150427081	-0.53400107	-0.012219742	-0.188547956	-0.141186013	-0.496479913	-0.276575581	-0.122641827	-0.199354087	-0.076936226	-0.286198554	-0.106659997	-0.302940545	-0.017544091	1.811206739	-0.364242417	-0.347262887	0.002255791	-0.558362584	-0.107030751	-0.167101189	-0.04810566	-0.138086046	-0.14208291	-0.143439447	0.71641411	-0.098464348
